"ID",Title,"Abstract","Keywords",Platform_Type,Research_Area,System_Architecture,Agent_Role,Behavior_Mechanism,Evaluation_Method,Experimental_Design,Challenge_Type,Research_Gap,Evaluation_Limitations,"Authors","Year",Source_Name,Publication_Type
"27",Deep Reinforcement Learning-based Stackelberg Game for Energy Trading in Power Grid Metaverses,"Metaverses are a virtual space that has revolutionized many fields, such as healthcare and education. By integrating metaverses with power grids, power grid metaverses are regarded as a digital representation of the power grid infrastructure, giving rise to some potential applications, such as visualization and monitoring of energy trading. Energy balancing is essential to ensure that the supply of electricity matches the demand. Power grid metaverses can be used to identify potential imbalances between supply and demand and execute energy trading in real time, ensuring the proper functioning of smart grids. However, without reliable incentives, energy trading may not be conducted effectively. Considering the energy trading between EVCOs (EVCOs) and EMs (EMs), we propose a Stackelberg game model where the EM acts as the leader, setting the electric energy price, while EVCOs follow. We utilize a soft actor-critic algorithm to identify the Stackelberg equilibrium, addressing non-stationary challenges through the design of a partially observable policy, definition of the action space, and formulation of the reward function. Numerical results demonstrate that the proposed algorithm effectively achieves the Stackelberg equilibrium, indicating the robustness of our approach.","Metaverse, power grid, Stackelberg game, deep reinforcement learning","Metaverse","Multi-Agent System and Reinforcement Learning",Metaverse Multi-Layer,"Decision and Management","Game Theory","Quantitative Analysis","Simulation Experimental Design","Computing and Resource Management","Security and Privacy",Data,"Gu Yanxun, Hu Lieliang, Lin Xiaoming, Li Daquan, Liu Min, Zhao Jia","2024","2024 IEEE Smart World Congress (SWC)","Conference Paper"
"28",Developing enhanced conversational agents for social virtual worlds,"In this paper, we present a methodology for the development of embodied conversational agents for social virtual worlds. The agents provide multimodal communication with their users in which speech interaction is included. Our proposal combines different techniques related to Artificial Intelligence, Natural Language Processing, Affective Computing, and User Modeling. A statistical methodology has been developed to model the system conversational behavior, which is learned from an initial corpus and improved with the knowledge acquired from the successive interactions. In addition, the selection of the next system response is adapted considering information stored into user’s profiles and also the emotional contents detected in the user’s utterances. Our proposal has been evaluated with the successful development of an embodied conversational agent which has been placed in the Second Life social virtual world. The avatar includes the different models and interacts with the users who inhabit the virtual world in order to provide academic information. The experimental results show that the agent’s conversational behavior adapts successfully to the specific characteristics of users interacting in such environments.","Conversational interface, voice interaction, statistical dialogue management, user modeling, social networks, virtual world, Second Life, affective computing","Metaverse","Multi-Agent System and Reinforcement Learning",Multi-Agent System,"Virtual and Digital","Deep Learning","Quantitative Analysis","Hybrid Experimental Design","Metaverse","Security and Privacy",Scenario,"David Griol, Araceli Sánchez, José Manuel Molina, Zoraida Callejas","2019","Neurocomputing","Journal Article"
"29",Development of crop-simulation multiagent system for smart digital twin of plant,"The paper discusses development of the smart digital twin of plant (SDTP) as an intelligent cyber-physical system that includes an open knowledge base and a multi-agent subsystem for planning and discrete-event modeling of plant growth and development, as well as forecasting crop parameters based on the knowledge of agronomists, which can be supplemented with sensors and plant growth management mechanisms. SDTP functions should provide continuous adaptive adjustment of the plant development plan for each specific field, depending on the changes in external conditions, so that the discrepancy between each digital crop models and the real crops is minimal. SDTP is designed to systematize and formalize expert empirical data of agronomists on the stages of plant growth and development and yield forecast. Currently, SDTP is implemented as a web service that integrates various data sources from the fields and plants, and provides users with a possibility to track the state of real plants, predict and simulate plant condition.","Precision agriculture, plant cultivation, digital twin, multi-agent technology, knowledge base, ontology","Communication Network","Digital Twin and Metaverse",Multi-Agent System,Environment and Physical,Hybrid Algorithms,"Quantitative Analysis","Simulation Experimental Design","Data and Models","Validation and Deployment",Scenario,"Peter Skobelev, Alexey Tabachinskiy, Elena Simonova, Oleg Goryanin","2022","8th International Conference on Information Technology and Nanotechnology (ITNT)","Conference Paper"
"30",Digital Twin and Artificial Intelligence-Empowered Panoramic Video Streaming: Reducing Transmission Latency in the Extended Reality-Assisted Vehicular Metaverse,"The vehicular metaverse is expected to provide a widely connected virtual Internet of Vehicles (IoV), where extended reality (XR) is one of the critical infrastructures. However, the combination of XR and automated vehicle (AV) networks brings several significant challenges, e.g., low-latency XR panoramic video transmission, high bandwidth, and the high mobility of vehicles. This article introduces digital twin (DT) and artificial intelligence (AI)-empowered panoramic video streaming for XR-assisted connected AVs to reduce transmission latency and intelligently respond to user requirements. Specifically, we propose a DT-enabled distributed XR service management framework to provide low-latency and smooth XR services across different domains in the vehicular metaverse. In addition, we present a case study on XR streaming-based virtualized resource allocation and propose a novel deep reinforcement learning (DRL)-based method to minimize transmission latency. Quantitative experimental results demonstrate that the positive role of AI in connected AV networks can be enhanced by DTs. Finally, open issues and potential research directions for the XR-assisted vehicular metaverse are discussed.","Digital twin, artificial intelligence, extended reality, vehicular metaverse, panoramic video streaming, transmission delay, deep reinforcement learning","Metaverse","Digital Twin and Metaverse",Edge-Cloud Collaboration,"Virtual and Digital",Multi-Agent System,"Quantitative Analysis",Case Analysis,"Communication and Network","Security and Privacy",Data,"Li Siyuan, Lin Xi, Wu Jun, Zhang Wei, Li Jianhua","2023","IEEE Vehicular Technology Magazine","Journal Article"
"31",Digital Twin-Assisted Space-Air-Ground Integrated Networks for Vehicular Edge Computing,"In this paper, we present a framework that integrates digital twin (DT) technology into space-air-ground integrated networks (SAGINs) to enhance vehicular edge computing (VEC). Our objective is to efficiently offload tasks in ultra-reliable low-latency communications (URLLC)-enabled vehicular networks, focusing on minimizing overall latency for requested tasks by reducing transmission time for task offloading and edge processing requirements. The proposed framework leverages DT-assisted SAGINs to minimize task offloading latency, expand network coverage, and reduce energy consumption. Key components of our framework include partial task offloading, distributed edge computing, latency modeling, energy consumption analysis, mobility, and channel modeling. We formulate a non-convex optimization problem considering various network constraints to achieve the system objective. To solve this optimization problem, we develop a novel multi-agent deep reinforcement learning (DRL) algorithm, enabling intelligent decision-making by individual agents. Through extensive simulations, we validate the effectiveness of our proposed system in advancing VEC by integrating DT technology into SAGINs.","Digital Twin, Space-Air-Ground Integrated Network, Vehicular Edge Computing, URLLC, Deep Reinforcement Learning","Communication Network","Digital Twin and Metaverse","Digital Twin","Terminals and Devices",Multi-Agent System,"Quantitative Analysis",Simulation Experiment Design,"Communication and Network","Validation and Deployment",Data,"Anar Paul, Keshav Singh, Minh Hien Ruan, Cunhua Pan, Chipeng Li","2024",IEEE Journal of Selected Topics in Signal Processing,"Journal Article"
"32",Digital Twins-based Multi-agent Deep Reinforcement Learning for UAV-assisted Vehicle Edge Computing,"UAV-assisted vehicle-edge-computing (VEC) has become a viable solution for a new generation of intelligent transportation systems (ITS) and has attracted widespread attention from academia and industry. Compared with fixed ground devices, UAV can provide line-of-sight (LoS) link and has good mobility, which better matches the needs of individual wireless connectivity and high mobility of vehicle. However, the mobility of UAVs leads to dynamic changes in the network topology environment and brings new challenges in the rational path planning of UAVs, which brings new problems for network autonomous decision-making to achieve network resource allocation and load balancing. Therefore, in order to solve above problems, we introduce digital twins-based multi-agent deep Q-network (DT-based MADQN). Digital twin (DT) collects network data and reconstructs the network environment and provides the basis for Deep reinforcement learning (DRL) model training. DRL model provides a network decision-making solution based on real-time network status and empirical data. The simulation results show the effectiveness of the proposed algorithm. Compared to the baseline algorithm, it reduces the average task delay by 16.4% and improves the task completion rate by 97.6%.","UAV-Assisted, Vehicular Edge Computing, Multi-Agent Deep Q Network, Digital Twin","Metaverse","Digital Twin and Metaverse","Digital Twin","Terminals and Devices",Digital Twin,"Quantitative Analysis","Hybrid Experiment Design","Communication and Network","Validation and Deployment",Data,"Chen Hu, Lei Zhang, Dezhi Chen, Zirui Zhuang, Qi Qi, Cong Liu, Jianxin Liao, Jingyu Wang","2022","2022 IEEE SmartWorld/UIC/ScalCom/DigitalTwin/PriComp/Metaverse","Conference Paper"
"33",Digital twins-enabled game theoretical models and techniques for metaverse Connected and Autonomous Vehicles: A survey,"The popularity of information and communication technology in automobiles has led to the next generation of smart vehicles known as Connected and Autonomous Vehicles (CAVs). The advent of the CAVs has rapidly emerged as an essential component of Intelligent Transportation Systems (ITS) due to the usage of advanced technologies for autonomous navigation, sensing, and improved vehicle safety. Moreover, during this era, Metaverse, often known as an embodied version of the Internet, aims to create a fully immersive and self-sustaining virtual shared space where individuals can live and interact through digital avatars. Recent technological breakthroughs like Web 3.0, 6G networks, extended reality, artificial intelligence, edge computing, and blockchain propel the Metaverse from science fiction to a near-future reality. Moreover, an integral component enabling this transformation is Digital Twins (DTs), which play an essential role in establishing the communication link between the two realms. This article comprehensively analyzes a detailed assessment of the CAVs-assisted Digital Twin-enabled game theoretical models and techniques used in CAVs Metaverse. Moreover, we explore the decentralized and autonomous nature of blockchain technology, making it an ideal platform for CAVs for securing financial transactions in the Metaverse, fostering trust and authenticity. Finally, we discuss open issues and future research opportunities for Digital Twin-enabled CAV Metaverse systems.","Metaverse, Digital Twin, Connected Autonomous Vehicles, Game Theory, Blockchain","Metaverse","Digital Twin and Metaverse","Digital Twin","Terminals and Devices","Game Theory","Qualitative Analysis",Theoretical Models,"Blockchain and Security","Dynamic Adaptability",Validation Environment,"Ajmal Muhammad Aslam, Rajat Chowdhury, Aditya Bhardwaj, Neeraj Kumar, Rajkumar Buyya","2025","Journal of Network and Computer Applications","Journal Article"
"34",Disaster Assistance Intelligent Agent,"Virtual characters are controlled by artificial intelligence in video games and movies. Controlling these characters when they are surrounded by people is known as crowd simulation. In this work, we propose to employ intelligent agents and decision trees to simulate a realistic scenario in which our agent will lead the human behavioural AI and identify the best route to the goal or the best circumstances to the objective avoiding all the obstacles in the path. This crowd simulation will be used to make intelligent agents which can find the best path during the situation of any disaster and show humans the safest path which the humans can follow to get to the nearest safe points. Multiagent simulation, commonly referred to as a Crowd and Agent Simulation, is an approach used to simulate many people, animals or other characters interacting with each other in one place. These actors are expected to pursue their objectives, engage in the environment and coordinate with each other. It is expected that the simulated actors will pursue their goals, interact with the environment, and communicate among themselves. Crowd simulations find utility in various areas, including the enhancement of training environments and virtual worlds, the optimization of architectural planning, and the refinement of AI-driven characters' driving behaviors in video games and movies.","Artificial Intelligence, Agent, Behavior Tree, Crowd Simulation, Disaster Relief","Simulation Platform","Multi-Agent System and Reinforcement Learning",Multi-Agent System,"Decision and Management","Deep Learning","Quantitative Analysis","Simulation Experiment Design","Multi-Agent Collaboration","Models and Algorithms","Validation Environment","Siddhant Priyadarshi, Mudit Rastogi, D.R.V.M. Gayathri","2023","2023 14th International Conference on Computing Communication and Network Technologies (ICCCNT)","Conference Paper"
"35",Distributed deep reinforcement learning-based coordination performance optimization method for proton exchange membrane fuel cell system,"A proton exchange membrane fuel cell (PEMFC) is a multi-input multi-output nonlinear complicated system, the output power and operating efficiency of which are affected by various operating variables. To achieve coordinated control of multiple operating variables and thus improve the stability, performance, and efficiency of the PEMFC power system, a data-driven power coordination management method is proposed. Furthermore, a metaverse-based multiagent double delay deep deterministic policy gradient (MET-MADDPG) algorithm is also presented. The design of this algorithm is structured on the concept of the metaverse in that it employs different metaverses during pre-learning and combines imitation learning and curriculum learning to enable agents in different combinations to be fully trained in different environments to improve coordination strategy robustness. In this algorithm, the hydrogen controller, air controller, water pump controller and radiator controller are regarded as four agents; the objective of the training is to enable agents with their different goals to coordinate. The effectiveness of the proposed algorithm is demonstrated in a series of experiments in which it is compared with existing algorithms.","PEMFC, Distributed Deep Reinforcement Learning, Metaverse, Multi-Agent System, Coordination Optimization","Simulation Platform","Multi-Agent System and Reinforcement Learning",Metaverse Multi-Layer,"Decision and Management","Deep Learning","Quantitative Analysis","Simulation Experiment Design","Data and Models","Models and Algorithms",Scenario,"Jiawen Li, Bo Yang, Tao Yu","2022","Sustainable Energy Technologies and Assessments","Journal Article"
"36",Distributed Pursuit-Evasion Game of Limited Perception USV Swarm Based on Multiagent Proximal Policy Optimization,"This article proposes a distributed capture strategy optimization method for the pursuit-evasion game involving multiple unmanned surface vehicles. Considering the limited perception range of each pursuer, a multiagent proximal policy optimization method combined with a novel velocity control mechanism is utilized to guide the pursuers in approaching the evader and form a dynamic encirclement. Moreover, to facilitate deep reinforcement learning (DRL) training, a bidirectional gated recurrent unit feature network is constructed to extract the fixed-length vector representations from the variable-length observation sequences. In terms of the policy training, by employing virtual barriers and curriculum learning techniques during the training process, the generalization capabilities and convergence speed of the policy have been further improved. Finally, our method is compared with the other DRL methods through the comparative simulation experiments and virtual reality scene testing based on the gazebo three dimensional physics engine, verifying its significant advantages in the policy convergence speed, capture efficiency, and generalization capabilities.","USV, Tracking Game, Multi-Agent Reinforcement Learning, Deep Reinforcement Learning, Curriculum Learning","Simulation Platform","Multi-Agent System and Reinforcement Learning",Multi-Agent System,"Communication and Computing",Multi-Agent System,"Quantitative Analysis","Simulation Experiment Design","Computing and Resource Management","Validation and Deployment",Validation Environment,"Fanbiao Li, Mengmeng Yin, Tengda Wang, Tingwen Huang, Chunhua Yang, Weihua Gui","2024","IEEE Transactions on Systems, Man, and Cybernetics: Systems","Journal Article"
"37",Distributed Resource Optimization With Blockchain Security for Immersive Digital Twin in IIoT,"Virtual reality-embedded digital twin (VR-DT) service integrates digital twin with virtual reality to visualize the digital representation of real-world production, boosting the digital transformation of manufacturing industry in the Industrial Internet of Things (IIoT). Balanced against the advantages of the VR-DT service, its data-driven, computing-intensive, and security-sensitive features bring challenges to the current IIoT. Therefore, we propose a blockchain-based distributed resource allocation scheme to improve the average Quality of Service (QoS) of the VR-DT services with regard to service delay and transaction throughput. We formulate the joint optimization of channel assignment, subframe configuration, computing capacity allocation, and block size adjustment as a mixed-integer nonlinear programming problem. A fully decentralized multiagent compound-action actor–critic algorithm is developed to solve the QoS optimization problem. Simulation results demonstrate that our proposed scheme can efficiently improve the average QoS of the VR-DT services in a realizable way as compared to existing schemes.","Blockchain, Deep Reinforcement Learning, Digital Twin, IIoT, Resource Optimization","Simulation Platform","Multi-Agent System and Reinforcement Learning","Blockchain Integration",Decision and Management,Multi-Agent System,"Quantitative Analysis","Simulation Experiment Design","Metaverse","Scenario Scalability",Data,"Jing Song, Ya Kang, Qingyang Song, Lei Guo, Abbas Jamalipour","2023","IEEE Transactions on Industrial Informatics","Journal Article"
"38",Edge Computing for Metaverse: Incentive Mechanism versus Semantic Communication,"We investigate incentive mechanism designs for edge computing trading between virtual service providers (VSPs) and an edge computing provider (ECP). The VSPs deploy unmanned aerial vehicles (UAVs) to collect sensing data from physical objects for updating their digital twins (DTs). In the case with a single computing unit, we design a deep learning (DL)-based auction constructed from the Myerson theorem to maximize the ECP's revenue and guarantee incentive compatibility (IC) and individual rationality (IR). In the case of multiple computing units, a DL-based auction based on an augmented Lagrangian method is proposed that maximizes the ECP's revenue and guarantees IC, IR, and budget (BG) constraints. A semantic communication (SemCom) technique is employed to reduce the collected data and offloading cost for the VSPs. To train the deep learning algorithms, we use valuations of the computing resources to the VSPs, which particularly are a function of the age of DT, semantic symbol size, and communication time of the UAVs. We provide numerical results showing that the proposed auctions outperform the classical auctions in terms of ECP's revenue, IR, IC, BG, and their ability of preventing the false bid submissions. Also, SemCom reduces the offloading cost for the VSPs.","Edge Computing, Metaverse, Incentive Mechanisms, Semantic Communication, Digital Twin","Metaverse","Edge-Cloud Collaboration","Edge-Cloud Collaboration","Virtual and Digital","Deep Learning","Quantitative Analysis","Simulation Experiment Design","Blockchain and Security","Scenario Scalability",Data,"Cong Luong Ruan, Le Van Thuan, Shaohan Feng, Hongyang Du, Dust Niato, Dongjin Kim","2024","IEEE Transactions on Mobile Computing","Journal Article"
"39",Empowering Virtual Humans' Emotional Expression in the Metaverse,"The Metaverse is defined as an interconnected network of 3D environments that enable multisensory interactions with virtual environments, digital objects, and people. A central component of a Metaverse is the realism of human interaction with the environment and each other, which is achieved through emotional expression. However, there are limitations in realistically representing human emotions and facial expressions in real time through virtual avatars. In this paper, the authors present a research project called Meta-EmoVis aimed at improving the realism of the Metaverse by detecting human facial expressions and translating them into emotional feedback that influences aspects of the virtual avatar and environment. The Emoj tool is used to collect data and map facial expressions to basic emotions, as well as detect the human engagement level. The goal is to create a world of real social interaction and emotional sharing in virtual spaces that are sensitive and adaptive to human emotional and mental states. Preliminary user tests to evaluate the effectiveness of the application are presented.","Metaverse, Virtual Human, Emotional Expression, Augmented Reality, Virtual Reality","VR/AR","Digital Twin and Metaverse",Metaverse Multi-Layer,"Terminals and Devices","Deep Learning","Case Analysis","Hybrid Experiment Design","Multi-Agent Collaboration","Validation and Deployment",Data,"Elena Spadoni, Marina Carulli, Maura Meconi, Marco Luciani, Monica Bordegoni","2023","17th International Conference on Universal Access in Human-Computer Interaction (UAHCI 2023)","Conference Paper"
"40",Energy-Efficient Ground-Air-Space Vehicular Crowdsensing by Hierarchical Multi-Agent Deep Reinforcement Learning With Diffusion Models,"The integrated ground-air-space (GAS) communications system can enhance post-disaster rescue and management efforts when traditional networks fail, by navigating unmanned ground vehicles (UGVs) and unmanned arieal vehicles (UAVs) to collaboratively collect sufficient data from point-of-interests (PoIs) in a timely manner. In this paper, we consider the GAS vehicular crowdsensing (VCS) campaign, where UGVs dispatch and callback UAVs periodically across multiple stops in the workzone, to maximize the total collected amount of data, geographic fairness while minimizing the energy consumption simultaneously. Specifically, we propose an energy-efficient, go-directed hierarchical multi-agent deep reinforcement learning (MADRL) method with discrete diffusion models called “gMADRL-VCS”, to optimize the high-level goal-conditioned navigation policies of UGVs, and the low-level long-term sensing strategies of UAVs. Extensive experimental results on two real-world datasets in Roma, Italy, and Hong Kong SAR, China show that gMADRL-VCS outperforms baselines in terms of energy efficiency, data collection ratio, energy consumption, and UAV-UGV cooperation factor.","Space-Air-Ground Network, Vehicle Swarm Sensing, Multi-Agent DRL, Diffusion Model, Energy Efficiency","Simulation Platform","Communication Network and IoT","Communication Network","Terminals and Devices",Multi-Agent System,"Quantitative Analysis","Simulation Experiment Design","Data and Models","Validation and Deployment","Validation Environment","Yinuo Zhao, Harold Chi Liu, Tianjiao Yi, Guoqing Li, Dapeng Wu","2024","IEEE Journal on Selected Areas in Communications","Journal Article"
"41",Exploring the Confluence of IoT and Metaverse: Future Opportunities and Challenges,"The Internet of Things (IoT) and the metaverse are two rapidly evolving technologies that have the potential to shape the future of our digital world. IoT refers to the network of physical devices, vehicles, buildings, and other objects that are connected to the internet and capable of collecting and sharing data. The metaverse, on the other hand, is a virtual world where users can interact with each other and digital objects in real time. In this research paper, we aim to explore the intersection of the IoT and metaverse and the opportunities and challenges that arise from their convergence. We will examine how IoT devices can be integrated into the metaverse to create new and immersive experiences for users. We will also analyse the potential use cases and applications of this technology in various industries such as healthcare, education, and entertainment. Additionally, we will discuss the privacy, security, and ethical concerns that arise from the use of IoT devices in the metaverse. A survey is conducted through a combination of a literature review and a case study analysis. This review will provide insights into the potential impact of IoT and metaverse on society and inform the development of future technologies in this field.","Blockchain, Metaverse, IoT, Security, Privacy, Artificial Intelligence","Simulation Platform","Communication Network and IoT","Communication Network","Terminals and Devices","Blockchain","Quantitative Analysis",Case Analysis,"Blockchain and Security","Validation and Deployment","Validation Environment","Ramiz Asif, Syed Raheel Hassan","2023",IOT,"Journal Article"
"42","Exploring the convergence of Metaverse, Blockchain, Artificial Intelligence, and digital twin for pioneering the digitization in the envision smart grid 3.0","The ongoing evolution of the Metaverse, digital twin (DT), artificial intelligence (AI), and Blockchain technologies is fundamentally transforming the utilization of sustainable energy resources (SERs) within smart grids (SGs), ushering in the era of smart grid 3.0 (SG 3.0). This paradigm shift presents unprecedented opportunities to establish robust and sustainable energy trading frameworks between consumers and utilities within the SG 3.0 environment. The integration of DT, AI, and Blockchain technologies in the context of the Metaverse’s smart grids, facilitated by optimized communication protocols, represents a transformative approach. AI models play a pivotal role in predictive energy trading analysis, while DT assumes a crucial role in effectively managing diverse SERs within SGs. Simultaneously, Blockchain technology holds the potential to create a trusted and decentralized environment, laying the foundation for an energy trading system within the SG 3.0 universe of the Metaverse. This visionary convergence of DT and Blockchain sets the stage for a futuristic paradigm in SGs, establishing a robust energy trading and management foundation. This paper embarks on exploring uncharted research paths and unlocking new dimensions by surveying and delving into the convergence of the Metaverse, Blockchain, AI, and DT. Its primary objective is to drive the digitization of SERs within SGs, to revolutionize energy systems. The envisioned SG 3.0 represents a significant leap by amalgamating cutting-edge technologies in sustainable energy, paving the way for revolutionary advancements in SGs’ digitization, which aligns with and contributes to achieving the sustainable development goals outlined by the United Nations.","Smart Grid 3.0, Blockchain, Digital Twin, Artificial Intelligence, Metaverse, Sustainable Energy, Communication Protocols","Simulation Platform","Digital Twin and Metaverse","Communication Network","Terminals and Devices","Deep Learning","Quantitative Analysis",Simulation Experiment Design,"Blockchain and Security","Scenario Scalability","Scenario","Mohammad Adnan, Ijaz Ahmad, Sajid Iqbal, Mohammad Rayyan Fazal, Sadia Jabeen Siddiqui, Mohammad Tariq","2024","Computers and Electrical Engineering","Journal Article"
"43",Foundations for Grassroots Democratic Metaverse,"While the physical lives of many of us are in democracies (one person, one vote - e.g., the EU and the US), our digital lives are mostly in autocracies (one person, all votes - e.g., Facebook). Cryptocurrencies promise liberation but stop short, at plutocracy (one coin, one vote). What would it take for us to live in a digital democracy? This paper offers a vision, a theoretical framework, and an architecture for a grassroots network of autonomous, people-owned, people-operated, and people-governed digital communities, namely a grassroots democratic metaverse. It also charts a roadmap towards realizing it, and identifies unexplored territory for MAS research.","Digital Democracy, Digital Social Contract, Sybil Resistance, Democratic DAO, On-chain Governance, Social Choice, Grassroots Crypto-Economy, Blockchain","Simulation Platform","Blockchain","Blockchain Integration",Multi-Agent System,"Blockchain","Qualitative Analysis",Theoretical Models,"Communication and Network","System Design","Validation Environment","Ehud Shapiro, Nimrod Talmon","2022","Proceedings of the 21st International Conference on Autonomous Agents and Multiagent Systems (AAMAS 2022)","Conference Paper"
"44",GenAI-Enhanced Federated Multiagent DRL for Digital-Twin-Assisted IoV Networks,"Achieving real-time decision-making and efficient resource management in dynamic, large-scale Internet-of-Vehicles (IoV) networks is a significant challenge due to their inherent complexity and scale. To address this, we propose a digital twin (DT)-assisted IoV framework that integrates a novel semi-synchronous adaptive federated learning (AdFL) approach with multiagent deep reinforcement learning, enhanced by generative artificial intelligence (GenAI) techniques, specifically conditional variational autoencoders (CVAEs). The framework optimizes partial task offloading across distributed mobile-edge computing (MEC) servers, ensuring scalable, efficient, and accurate decision-making in heterogeneous vehicular networks. By continuously mirroring the real-time states of vehicles and roadside units (RSUs), the DT framework enables precise resource allocation and adaptive task management. To tackle the complexities of dynamic environments, we design a global model with transformer layers embedded in the federated learning (FL) process, capturing long-range dependencies. A novel semi-synchronous aggregation mechanism is introduced to balance timely updates with model quality. The proposed adaptive federated multiagent reinforcement learning (AF-MARL) algorithm facilitates decentralized, collaborative learning among vehicles and RSUs, optimizing overall cost, and energy efficiency, reducing delay, and improving task completion rates. Extensive simulations demonstrate the effectiveness of the proposed framework against other existing approaches, highlighting its potential to transform real-time decision-making in IoV networks.","Digital Twin, Vehicular Networks, Federated Learning, Generative AI, Multi-Agent DRL, Edge Computing","Simulation Platform","Communication Network and IoT","Digital Twin",Terminals and Devices,Multi-Agent System,"Quantitative Analysis","Simulation Experiment Design","Data and Models","Performance Optimization","Validation Environment","Piyush Singh, Bishmita Hazarika, Keshav Singh, Wanren Huang, Zhong Q. Deng","2025","IEEE Internet of Things Journal","Journal Article"
"45",Hierarchical Deep Reinforcement Learning With Experience Sharing for Metaverse in Education,"Metaverse has gained increasing interest in education, with much of literature focusing on its great potential to enhance both individual and social aspects of learning. However, little work has been done to address the systems and technologies behind providing meaningful Metaverse learning. This article proposes a technical framework to address this research gap, where a hierarchical multiagent reinforcement learning approach with experience sharing is developed to augment the intelligence of nonplayer characters in Metaverse learning for personalization. The utility and benefits of the proposed framework and methodologies are demonstrated in Gridlock, a Metaverse learning game, as well as through extensive simulations.","Metaverse Learning, Hierarchical Reinforcement Learning, Experience Sharing, Non-Player Character, Educational Technology","Simulation Platform","Digital Twin and Metaverse",Multi-Agent System,"Multi-Agent System",Multi-Agent System,"Quantitative Analysis","Simulation Experiment Design","Multi-Agent Collaboration","Dynamic Adaptability",Data,"Ryan Hale, Ying Tang","2023","IEEE Transactions on Systems, Man, and Cybernetics: Systems","Journal Article"
"46",Human-Aware Dynamic Hierarchical Network Control for Distributed Metaverse Services,"Metaverse has emerged as a revolutionary technique for transforming the way people interact with digital content, which relies on a distributed computing and communication infrastructure, encompassing terminal users, edge servers, and cloud servers. However, the rapid evolution of the Metaverse presents challenges that surpass the capabilities of existing communication and network infrastructures, particularly on network bandwidth and latency. Additionally, human experience becomes a critical factor in this domain. Therefore, we introduce a human-aware hierarchical software defined network (SDN) architecture consisting of a Metaverse cloud layer, a mobile edge computing (MEC) server empowered edge layer, and a distributed terminal layer. Each MEC server dynamically controls a multi-antenna base station (BS) and several reconfigurable intelligent surfaces (RISs) according to the terminal immersive experience requirements in real-time. To overcome the bandwidth limitation, we propose a novel smart reconfigurable spatial reuse new radio in unlicensed spectrum (NR-U) framework, which can realize customizable communications through flexibly and coordinately reconfiguring beams among the coordination between BSs and RISs. The objective function is formulated as a Lyapunov optimization based decentralized partially-observable Markov decision process (Dec-POMDP) problem to maximize the spectral efficiency while guaranteeing the latency and reliability requirements in Metaverse, via a joint user selection, phase-shift control, and beam coordination strategy. To solve the above non-convex, strongly coupled, and mixed integer nonlinear programming (MINLP), we propose a novel multi-agent hierarchical deep reinforcement learning (MAHDRL) algorithm that integrates deep Q-network (DQN) to solve discrete problems, deep deterministic policy gradient (DDPG) to solve continuous problems, and mixing network to capture complex interactions between multiple agents. Numerical results demonstrate the effectiveness of the proposed algorithm and verify the performance improvements compared to traditional multi-agent deep reinforcement learning (MADRL) algorithms.","Metaverse, Network Control, Reconfigurable Intelligent Surface, NR-U, Multi-Agent Deep Reinforcement Learning","Simulation Platform","Digital Twin and Metaverse","Edge-Cloud Collaboration",Communication and Computing,Multi-Agent System,"Quantitative Analysis","Simulation Experiment Design","Computing and Resource Management","Validation and Deployment","Validation Environment","Qimei Chen, Ruixue Li, Xiaoxia Xu, Jing Wu, Hao Jiang, Meikang Qiu","2024","IEEE Journal on Selected Areas in Communications","Journal Article"
"47",Human-Centric Resource Allocation for the Metaverse With Multiaccess Edge Computing,"Multiaccess edge computing (MEC) is a promising solution to the computation-intensive, low-latency rendering tasks of the metaverse. However, how to optimally allocate limited communication and computation resources at the edge to a large number of users in the metaverse is quite challenging. In this article, we propose an adaptive edge resource allocation method based on multiagent soft actor–critic with graph convolutional networks (SAC-GCN). Specifically, SAC-GCN models the multiuser metaverse environment as a graph where each agent is denoted by a node. Each agent learns the interplay between agents by graph convolutional networks with a self-attention mechanism to further determine the resource usage for one user in the metaverse. The effectiveness of SAC-GCN is demonstrated through the analysis of user experience, balance of resource allocation, and resource utilization rate by taking a virtual city park metaverse as an example. Experimental results indicate that SAC-GCN outperforms other resource allocation methods in improving overall user experience, balancing resource allocation, and increasing resource utilization rate by at least 27%, 11%, and 8%, respectively.","Metaverse, Multi-Access Edge Computing, Resource Allocation, Multi-Agent Reinforcement Learning, Graph Convolutional Network","Simulation Platform","Digital Twin and Metaverse","Edge-Cloud Collaboration",Terminals and Devices,Multi-Agent System,"Quantitative Analysis","Hybrid Experiment Design","Communication and Network","Validation and Deployment","Scenario","Zijian Long, Haiwei Dong, Abdulmotaleb El Saddik","2023",IEEE IOT Journal,"Journal Article"
