ID,Title,Abstract,Keywords,Platform_Type,Research_Area,System_Architecture,Agent_Role,Behavior_Mechanism,Evaluation_Method,Experimental_Design,Challenge_Type,Research_Gap,Evaluation_Limitations,Authors,Year,Source_Name,Publication_Type
"42","On a Hierarchical Content Caching and Asynchronous Updating Scheme for Non-Terrestrial Network-Assisted Connected Automated Vehicles","This paper proposes a hierarchical content caching and asynchronous updating scheme for Non-Terrestrial Networks (NTNs) to optimize content delivery for Connected Automated Vehicles (CAVs). The scheme includes a Delay-Motivated Ant Colony Optimization (DM-ACO) algorithm for caching node selection and a Multi-Agent Deep Reinforcement Learning-based Hierarchical Caching and Asynchronous Updating (MADRL-HCAU) strategy to minimize transmission delay and improve cache hit ratio.","Non-terrestrial networks, hierarchical caching, asynchronous updating, ant colony optimization, multi-agent deep reinforcement learning","Non-Terrestrial Networks (NTNs)","Edge Computing, Reinforcement Learning, IoT","Hierarchical Multi-Layer System","LEO Satellites, UAVs","DM-ACO for node selection, MADRL-HCAU for caching decisions","Numerical simulations, cache hit ratio, packet drop rate, content updating delay","Simulated urban scenario with 12 vehicles and 3 edge servers, varying content sizes and request frequencies","Heterogeneous caching hardware, dynamic network environments, content duplication","Existing works lack integration of cross-layer caching and asynchronous updating for NTNs.","Simulation-based; real-world deployment challenges not addressed.","Bomin Mao, Yangbo Liu, Hongzhi Guo, Yijie Xun, Jiadai Wang, Jiajia Liu, Nei Kato","2024","IEEE Journal on Selected Areas in Communications","Journal Article"
43,"QoE-Oriented Cooperative VR Rendering and Dynamic Resource Leasing in Metaverse","The rise of the Metaverse has ushered in a new era of social networking, offering users deeply engaging spaces to connect and participate in social activities. However, rendering these virtual environments is resource-intensive. With many users accessing simultaneously and requiring diverse Metaverse services, optimizing Metaverse resources to deliver the best quality-of-experience (QoE) for users is a significant challenge. In this paper, we propose a cooperative virtual reality (VR) rendering and dynamic resource leasing mechanism to address this issue. Specifically, we first introduce a cooperative VR scene pre-rendering framework between users and Planets (i.e., edge servers hosting users), and establish a new user QoE metric named EdgeVRQoE which considers both rendering delay and visual quality. We formulate the multidimensional rendering resources (e.g., GPU, CPU, and outbound bandwidth) leasing problem between Planets and users as a double-layer decision problem, and devise a hybrid action multi-agent reinforcement learning-based dynamic resource auction mechanism to efficiently allocate limited resources of Planets in a distributed and adaptive manner. Extensive simulations demonstrate that our proposed scheme outperforms the representatives in user QoE and resource utilization efficiency. Particularly, the proposed scheme shows at least an 18-fold improvement in QoE over other schemes, demonstrating its capability in providing immersive Metaverse experiences.","Metaverse, cooperative VR rendering, QoE, MARL, dynamic resource leasing","Metaverse Network Platform","QoE-oriented cooperative VR rendering and dynamic resource leasing in Metaverse","The system architecture is a three-layer cloud-edge-end collaborative Metaverse network, including a central Nebula server, edge servers (Planets), and user terminals. It uses a Decentralized Partially Observable Markov Decision Process (Dec-POMDP) framework.","Users act as bidders leasing rendering resources, and Planets act as auctioneers pricing and allocating resources. Users decide which Planet to access and resource quantities, while Planets set resource prices.","The behavior mechanism uses the MA-HyAR-TD3 algorithm, a hybrid action multi-agent reinforcement learning approach. It constructs a latent representation space for discrete-continuous hybrid actions and uses twin-delayed deep deterministic policy gradient for training.","Simulation experiments comparing MA-HyAR-TD3 with baselines (MA-PA-DDPG, MA-PA-Delayed-DDPG, MA-PA-TD3, Random scheme) using metrics like average reward, EdgeVRQoE, pre-rendering success percentage, and resource utilization.","Experiments with 1 Nebula server, 3 Planets, 5 users; network distances [10,100]; 30 virtual object types; resource capacities varying. Trained with Adam optimizer, evaluated over 100 episodes.","Balancing visual quality and rendering delay, handling distributed discrete-continuous hybrid decision-making, and adapting to dynamic Metaverse environments.","Existing methods lack efficient handling of discrete-continuous hybrid actions and comprehensive QoE models integrating delay and visual quality for multi-user Metaverse scenarios.","The evaluation focuses on a specific number of users and Planets, and may not fully reflect extremely large-scale Metaverse environments or all service types.","Nan Liu, Tom H. Luan, Yuntao Wang, Yiliang Liu, Zhou Su","2025","IEEE Transactions on Mobile Computing","Journal article"
"44","QoI-Aware Mobile Crowdsensing for Metaverse by Multi-Agent Deep Reinforcement Learning","Metaverse is expected to provide mobile users with emerging applications both in regular situations like intelligent transportation services and in emergencies like wireless search and disaster response. These applications are usually associated with stringent quality-of-information (QoI) requirements like throughput and age-of-information (AoI), which can be further guaranteed by using unmanned aerial vehicles (UAVs) as aerial base stations (BSs) to compensate the existing 5G infrastructures. In this paper, we consider a new QoI-aware mobile crowdsensing (MCS) campaign by UAVs which move around and collect data from mobile users wearing metaverse devices. Specifically, we propose 'MetaCS', a multi-agent deep reinforcement learning (MADRL) framework with improvements on a Transformer-based user mobility prediction module between regions and a relational graph learning mechanism to enable the selection of most informative partners to communicate for each UAV. Extensive results and trajectory visualizations on three real mobility datasets in NCSU, KAIST and Beijing show that MetaCS consistently outperforms six baselines in terms of overall QoI index, when varying different numbers of UAVs, throughput requirement, and AoI threshold.","Mobile crowdsensing for metaverse, quality-of-information, user behavior modeling, multi-agent deep reinforcement learning","UAV-assisted MCS","Metaverse, Mobile Crowdsensing, Multi-Agent Systems","Decentralized Partially Observable Markov Decision Process (Dec-POMDP)","UAVs as mobile aerial BSs","Transformer-based user mobility prediction, relational graph learning","Overall QoI index, throughput satisfactory ratio, AoI satisfactory ratio, episodic AoI","Three real-world mobility datasets (NCSU, KAIST, Beijing), hyperparameter tuning, ablation study, performance comparison with six baselines","Balancing UAV movements for data collection, saving battery power, maintaining QoI for all users","Existing approaches seldom consider suitable collaborative control mechanism among UAVs and accurate prediction of the spatial-temporal user distribution","Computational complexity increases with task duration and number of UAVs","Yuxiao Ye, Hao Wang, Chi Harold Liu, Zipeng Dai, Guozheng Li, Guoren Wang, Jian Tang","2023","IEEE Journal on Selected Areas in Communications","Journal Article"
"45","Resource Allocation and QoE Maximization in Aerial MEC-empowered Metaverse Service: A CCM-Multi-agent DRL approach","The integration of Mobile Edge Computing (MEC) with aerial platforms introduces novel potential for the Metaverse world by providing low-latency and highly reliable computing and communication services at the network edge. Nevertheless, this integration presents critical challenges, such as low Quality of Experience (QoE) due to the dynamic nature of aerial platforms, high resource demands, and the requirements for real-time data processing in the Metaverse environment. To address these challenges, we propose a Combinatorial Client-Master Multiagent Deep Reinforcement Learning (CCM-MADRL) based joint resource allocation and QoE maximization framework to enable intelligent real-time decision-making in aerial MEC enabled Metaverse services. We form a collaborative ecosystem where agents are designed to represent both Metaverse service providers and aerial platforms to promote fairness and efficiency in resource allocation, as well as optimize service delivery. By incorporating CCM, our approach considers diverse metrics, such as latency, reliability, meta-distance, and energy efficiency, to ensure a holistic optimization of Metaverse services. The MADRL approach enables adaptive decision-making, allowing the system to respond to the dynamic and unpredictable nature of Metaverse applications. Results from simulations that mimic realistic Metaverse scenarios demonstrate the effectiveness of the proposed CCM-MADRL framework in terms of improved service performance, reduced latency, cost, and virtual meta-distance, maximized average QoE utility of Metaverse users, and enhanced resource utilization compared to baseline algorithms.","CCM-MADRL, meta-distance, Metaverse, Quality of experience, Resource allocation","Aerial MEC and Terrestrial Network Platform","Aerial MEC-empowered Metaverse service architecture with Terrestrial and Non-Terrestrial Networks (TN-NTN), including aerial base stations (UCH, HAPs), Metaverse users (MUs), and Metaverse service providers (MSPs).","Client agents represent MUs, deciding MSP selection and resource requests; master agents represent MSPs and aerial platforms, allocating resources and optimizing service delivery.","Combinatorial Client-Master Multiagent Deep Reinforcement Learning (CCM-MADRL) framework, integrating combinatorial optimization with MADRL for adaptive resource allocation and QoE maximization.","Simulation experiments comparing CCM-MADRL with baseline algorithms (MADDPG, DDPG) using metrics like QoE utility, meta-distance, latency, and resource utilization.","Simulated TN-NTN environment with 90 MUs, 3 MSPs, 20 subchannels per ABS; parameters include computation capacity [20,200] GHZ, meta-data size [10,200] MB, and transmission power settings.","The experimental design simulates a TN-NTN environment with 90 MUs, 3 MSPs, and 20 subchannels per ABS, using 2000 training episodes, comparing against MADDPG and DDPG to evaluate QoE utility, meta-distance, and latency.","Dynamic resource allocation in aerial MEC due to platform mobility, high resource demands for Metaverse services, and real-time data processing requirements.","Limited research on hierarchical, multi-domain resource allocation and MSP selection for TN-NTN integrated Metaverse services with dynamic environments.","Simulations focus on specific scenarios with defined MU and MSP numbers, potentially not capturing extrame edge cases or large-scale deployments.","Abegaz Mohammed Seid, Hayla Nahom Abishu, Gordon Owusu Boateng, Aiman Erbad, Mounir Hamdi, Mohsen Guizani",2024,2024 IEEE Global Communications Conference (GLOBECOM),Conference article
"46","Reputation-Based Trust Assessment of Transacting Service Components","We witness a paradigm shift where entities such as software applications, people, businesses and service providers increasingly interact in virtual rather than physical environments, such as social media, social commerce, and the metaverses. A key issue that emerges in such environments is how one entity can trust another. Here, the concept of trust is considered as a meta-requirement, that is, the level of belief a service requestor has that a service provider will provide the service in a way that meets the requestor's expectations. We refer to the service offering entities as service providers (SPs) and the service requesting entities as service clients (SCs). In this paper, we propose a technique that allows for evaluating trust and assigning reputation to various service providers by considering first their ability to fulfill their clients' expectations or policies, and second the reputation other service clients have, when acting as recommenders for the aforementioned service providers. In this work, service clients and service providers are considered as virtual entities that coordinate with each other, and may include physical users, avatars, micro-services, software agents, smart contracts or any other distributed inter-networked resource, without making any assumptions as to what a service client or a service provider entity is as long as it participates in an interaction.","Distributed Components, Service-oriented Computing, Trust, Reputation Systems, Multi-agent Systems, Metaverse","Virtual Environments","Trust Assessment, Reputation Systems","Decentralized Trust Network","Service Clients (SCs) as recommenders, Service Providers (SPs) as service offerers","Dempster-Shafer algorithm for ranking, dynamic reputation adjustment","Stability in presence of malicious recommenders, speed of degrading service recognition","Simulated network of 1,000 recommenders and 100 service providers, random initialization, 200 iterations per experiment","Handling malicious recommenders, early detection of degrading services","Existing systems lack dynamic assessment of both recommenders and service providers","Limited to simulated environments, assumes initial stable state","Konstantinos Tsiounis, Kostas Kontogiannis","2023","IEEE Conference on Computer Software and Applications (COMPSAC)","Conference Paper"
"47","Resource Allocation for Metaverse Experience Optimization: A Multi-Objective Multi-Agent Evolutionary Reinforcement Learning Approach","In the Metaverse, real-time, concurrent services such as virtual classrooms and immersive gaming require local graphic rendering to maintain low latency. However, the limited processing power and battery capacity of user devices make it challenging to balance Quality of Experience (QoE) and terminal energy consumption. In this paper, we investigate a multi-objective optimization problem (MOP) regarding power control and rendering capacity allocation by formulating it as a multi-objective optimization problem. This problem aims to minimize energy consumption while maximizing Meta-Immersion (MI), a metric that integrates objective network performance with subjective user perception. To solve this problem, we propose a Multi-Objective Multi-Agent Evolutionary Reinforcement Learning with User-Object-Attention (M2ERL-UOA) algorithm. The algorithm employs a prediction-driven evolutionary learning mechanism for multi-agents, coupled with optimized rendering capacity decisions for virtual objects. The algorithm can yield a superior Pareto front that attains the Nash equilibrium. Simulation results demonstrate that the proposed algorithm can generate Pareto fronts, effectively adapts to dynamic user preferences, and significantly reduces decision-making time compared to several benchmarks.","Metaverse experience, multi-objective optimization, resource allocation, Meta-Immersion, energy consumption",Wireless Network Platform with Mobile ,Edge Computing,"System architecture includes a base station (BS), Metaverse users (MUs), and virtual objects. It uses a wireless transmission model with Ultra-Reliable Low-Latency Communications (URLLC) and a user-object-attention mechanism for rendering capacity allocation.","Agents represent MUs, making decisions on uplink power, downlink power demand, and rendering capacity. They interact with the environment to optimize Meta-Immersion and energy consumption.",M2ERL-UOA algorithm combines multi-objective multi-agent evolutionary reinforcement learning with a user-object-attention mechanism. It uses a prediction-driven evolutionary learning process and Nash equilibrium to generate Pareto-optimal solutions.,"Simulation experiments comparing M2ERL-UOA with baseline algorithms (DCNSGA-III, PFG-MOEA, MOPSO, M2ERL) using metrics like Pareto front quality, system reward, decision time, and delay.","Simulated environment with a BS, MUs, and virtual objects. Parameters include downlink power (240 dBm), uplink power (30 dBm), rendering capacity (500 K), and dynamic interference noise power (3-6 dBm).","Balancing QoE and energy consumption in Metaverse services with limited device resources, adapting to dynamic user preferences and interference noise.",Existing methods lack efficient handling of multi-objective optimization and dynamic resource allocation for Metaverse services with diverse user preferences and real-time requirements.,"Simulations focus on specific scenarios and may not fully represent all real-world Metaverse environments, especially with varying numbers of users and complex interference patterns.","Lei Feng, Xiaoyi Jiang, Yao Sun, Dusit Niyato, Yu Zhou, Shiyi Gu, Zhixiang Yang, Yang Yang, Fanqin Zhou",2025,IEEE Transactions on Mobile Computing,Journal article
"48","Research on Intelligent Applications of Metaverse Battlefield for Human-Computer Interaction","This study aims to utilize virtual reality technology to build a highly realistic metaverse battlefield based on Cesium for Unreal and Unreal Engine 5. By leveraging 3DGS rendering, Open-Sora 1.0 object-driven, and NLP multimodal interaction technologies, it achieves virtual reality multi-agent tactical confrontation decision-making deduction. The MADDPG algorithm demonstrates excellent performance in multi-agent confrontation tasks, with a win rate consistently above 95%. This research provides an efficient human-computer interaction interface (HCI) and immersive experience, holding significant application value for enhancing the tactical decision-making capabilities of military personnel.","MADDPG Algorithm; Metaverse Battlefield; Unreal Engine 5; Virtual Reality; NLP Interaction","Cesium for Unreal + Unreal Engine 5","Human-Computer Interaction; Multi-Agent Systems; Virtual Simulation; Military Decision Support","Modular system with Cesium timeline visualization, UE5 rendering pipeline, 3DGS rendering engine, Open-Sora 1.0 object-driven interaction, NLP multimodal input, and MADDPG-based agent reasoning","Red and Blue team tactical agents; Human participant as interactive decision-maker","Centralized training and decentralized execution with MADDPG; Goal-driven behavior trees; NLP command parsing","Win rate tracking; Response latency; Comparative analysis with baseline methods","Multi-round red-vs-blue virtual scenarios; Human-in-the-loop intervention; Controlled VR simulations","High-fidelity modeling complexity; Latency in multimodal fusion; Realistic military scenario simulation","Lack of real-world military personnel validation; Limited cross-platform generalization","Limited real-world conditions; Small-scale user testing; Scene stochasticity constraints","Beijing KeCui Man-Machine-Environment System Engineering Technology Research Academy","2024","Beijing KeCui Internal Technical Report","Internal Technical Report"
"49","Scalable Consensus Over Finite Capacities in Multiagent IoT Ecosystems","In the real world, consensus achievement is an adaptive and evolutionary process. Tailor-made mechanisms are engaging in the light of disputes to resolve emerging contradictions between the atoms. Most of the dominant blockchain architectures tend to oversee this fact. They come integrated with rigid, overkilling consensus-achievement procedures, which, in many cases, are not necessary or significantly beneficial. They often raise overwhelming demands on the nodes and prohibit the deployment of fully distributed and peer blockchain operation in the IoT world. Still, for the IoT ecosystems and the metaverse to become self-sustainable and self-evolving, robust validity mechanisms must be embedded in the atomic scale. This work investigates the process of building and sustaining scalable consensus policies over the trivial atomic capacities of the IoT ecosystems. For this, we deploy the IoT microblockchain framework as an atomic consistency tier and we define a primary set of validity rules that every node can easily carry out. The initial concept relies on Gödel’s incompleteness theorems and K. Friston’s free energy principle and is investigated under the perspectives of graph and game theory. To study the dynamic behavior of the system, a competitive game among the nodes is run. The Proof of Existence (PoE) is utilized as a universal proofing case. Its feasibility is demonstrated, and its complexity is analyzed under various system considerations. The findings prove that finite-capacity atoms can collectively and efficiently support verifiable validity and scalable consensus in the evolutionary IoT ecosystems and the metaverse, even under conditions of high diversity, trivial capacity, and eventual consistency.","Artificial intelligence (AI)-intensive multiagent systems, evolutionary systems, IoT microblockchain, IoT sustainable transactional trust, peer IoT ecosystems, rational metaverse, reality modeling, scalable consensus, validity in IoT ecosystems",IoT Ecosystems and Metaverse Platform,Multiagent IoT Ecosystems,System architecture includes a multiagent IoT ecosystem modeled as an evolving directed multigraph of transacting nodes. It uses the IoT microblockchain framework as an atomic consistency tier.,"Nodes act as autonomous entities (atoms) participating in transactions, with roles ranging from active nodes initiating transactions to passive nodes participating in transactions initiated by others.","The behavior mechanism combines graph theory, game theory, and the IoT microblockchain framework. It uses the Fundamental Transitive Rule (FTR), the Seed of Truth, and the Fame Game to achieve scalable consensus.","Simulation experiments and graph-based analysis to evaluate the feasibility and complexity of Proof of Existence (PoE) under various system conditions, including finite memory and dynamic node behavior.","Simulated multiagent IoT ecosystem with nodes having finite memory capacity. The Fame Game is run to study dynamic behavior, and PoE is analyzed for different node birth policies and historical event horizons.","Achieving scalable consensus in IoT ecosystems with finite-capacity nodes, ensuring robustness against AI-fueled attacks, and adapting to dynamic user preferences and node diversity.","Existing blockchain architectures overlook the need for lightweight, scalable consensus mechanisms suitable for finite-capacity IoT nodes, hindering fully distributed operation in IoT and metaverse environments.","Simulations focus on specific scenarios and may not fully capture all real-world complexities, such as extremely dynamic or large-scale IoT ecosystems with varying node capabilities.","Aristidis G. Anagnostakis, Charilaos Naxakis, Nikolaos Giannakeas, Markos G. Tsipouras, Alexandros T. Tzallas, Euripidis Glavas",2023,IEEE Internet of Things Journal,Journal article
"50","Securing Distributed Computing in the Metaverse: A Balanced TGDH Encryption Scheme","In this paper, we present a secure communication protocol based on a balanced Tree-based Group Diffie-Hellman (TGDH) key management solution for secure distributed computing in metaverse. The novelty of this work is that our modified TGDH algorithm balances the tree while preserving the distributed, secure architecture of group re-keying. The balanced tree ensures optimized computation regardless of join or leave events. This paper also presents a portable Python application programming interface (API) for the implementation of this secured group key management algorithm. This API addresses a lack of existing open-source implementations of TGDH, specifically in distributed-system architecture. From cloud based data sharing to distributed multi-agent frameworks and any secured computation application in metaverse, our algorithm can be easily and efficiently ported to any OS and used to secure group communications.","secure group communication, group key agreement implementation, TGDH, secure multi-agent systems, security in distributed computing, secure computing in metaverse","Metaverse, Distributed Systems","Secure Group Communication, Key Management","Decentralized Tree-based Group Diffie-Hellman (TGDH)","Group members as equal contributors to key generation","Balanced tree optimization, dynamic re-keying protocols","Mathematical analysis, simulation of message length and computational efficiency","Simulated network with varying group sizes, comparison of balanced vs. unbalanced trees","Handling dynamic group membership, minimizing communication overhead","Lack of open-source TGDH implementations for distributed systems","Limited to simulated environments, assumes initial balanced tree state","Anway Bose, John L. Nori, Li Bai","2023","IEEE Conference on Metaverse Computing (MetaCom)","Conference Paper"
"51","Smart Farm Security by Combining IoT Sensor Network and Virtualized Mycelium Network","In today’s world, merging sensor-based security systems with contemporary principles has become crucial. As we witness the ever-growing number of interconnected devices in the Internet of Things (IoT), it is imperative to have robust and trustworthy security measures in place. In this paper, we examine the idea of virtualizing the communication infrastructure for smart farming in the context of IoT. Our approach utilizes a metaverse-based framework that mimics natural processes such as mycelium network growth communication with a security-concept-based artificial immune system (AIS) and transaction models of a multi-agent system (MAS). The mycelium, a bridge that transfers nutrients from one plant to another, is an underground network (IoT below ground) that can interconnect multiple plants. Our objective is to study and simulate the mycelium’s behavior, which serves as an underground IoT, and we anticipate that the simulation results, supported by diverse aspects, can be a reference for future IoT network development. A proof of concept is presented, demonstrating the capabilities of such a virtualized network for dedicated sensor communication and easy reconfiguration for various needs.","smart farming, Internet-of-Things, mycelium, metaverse, multi-agent system, sensor network, artificial immune system",IoT and Metaverse Platform,Multiagent IoT Ecosystems,"The system architecture includes a metaverse-based framework with IoT sensor networks and virtualized mycelium networks. It uses OpenSimulator for simulation, with real-world sensors connected to a virtual environment through web services.","Sensors act as sensing agents, user agents manage the system, and action agents execute responses. Transactor nodes facilitate data exchange between plant roots and mycelium.","The behavior mechanism combines mycelium network growth simulation using the Monte Carlo method, a multi-agent system (MAS) for transactions, and an artificial immune system (AIS) for security and intrusion detection.","Simulation experiments using OpenSimulator to model mycelium growth, nutrient exchange, and alarm transmission between plants. Metrics include chemical activity levels and transactor data flow.","Six experiments with varying attacked plants, using 50 mycelium seeds, growth restrictions, and controlled nutrient and oxygen availability. Simulations run for 10 minutes, collecting data.","Ensuring robust security and efficient data distribution in smart farm IoT networks, mimicking natural mycelium behavior for scalable communication, and integrating AIS and MAS for adaptive threat response.","Previous studies lack integration of AIS and MAS for IoT security in smart farming, and few consider virtualized networks for sensor communication and reconfiguration.",The study relies solely on simulation without real-world implementation. Sensor placement and agricultural land limitations are not fully addressed.,"Nurdiansyah Sirimorok, Rio Mukhtarom Paweroi, Andi Arniaty Arsyad, Mario Köppen",2023,Sensors,Journal article
"52","Spatio-Temporal Multi-Metaverse Dynamic Streaming for Hybrid Quantum-Classical Systems","This paper proposes an advanced multi-metaverse dynamic streaming algorithm in hybrid quantum-classical systems, consisting of three stages: QMARL-based spatial scheduling, temporal scheduling via modified bin-packing, and Lyapunov optimization-based dynamic streaming.","Hybrid quantum-classical systems, quantum deep learning, metaverse, dynamic streaming","Metaverse, Quantum Computing","Quantum Reinforcement Learning, Dynamic Streaming","Hybrid Quantum-Classical","Observers, APs, Users","QMARL, Bin-Packing, Lyapunov Optimization","Simulation, Performance Metrics","Intel i9-10990K, NVIDIA Titan X GPUs, 128GB RAM","Limited qubits, High-dimensional action spaces","First use of QMARL for metaverse spatial scheduling","Limited to simulation, no real quantum hardware tests","Soohyun Park, Hankyul Baek, Joongheon Kim","2024","IEEE/ACM Transactions on Networking","Journal Article"
"53","Semantic Information Marketing in the Metaverse: A Learning-Based Contract Theory Framework","In this paper, we address the problem of designing incentive mechanisms by a virtual service provider (VSP) to hire sensing IoT devices to sell their sensing data to help creating and rendering the digital copy of the physical world in the Metaverse. Due to the limited bandwidth, we propose to use semantic extraction algorithms to reduce the delivered data by the sensing IoT devices. Nevertheless, mechanisms to hire sensing IoT devices to share their data with the VSP and then deliver the constructed digital twin to the Metaverse users are vulnerable to adverse selection problem. The adverse selection problem, which is caused by information asymmetry between the system entities, becomes harder to solve when the private information of the different entities are multi-dimensional. We propose a novel iterative contract design and use a new variant of multi-agent reinforcement learning (MARL) to solve the modelled multidimensional contract problem. To demonstrate the effectiveness of our algorithm, we conduct extensive simulations and measure several key performance metrics of the contract for the Metaverse. Our results show that our designed iterative contract is able to incentivize the participants to interact truthfully, which maximizes the profit of the VSP with minimal individual rationality (IR) and incentive compatibility (IC) violation rates. Furthermore, the proposed learning-based iterative contract framework has limited access to the private information of the participants, which is to the best of our knowledge, the first of its kind in addressing the problem of adverse selection in incentive mechanisms.","Digital twin, semantic communication, contract theory, age of information, deep reinforcement learning",Metaverse and IoT Platform,"The research area is Semantic Information Marketing in Metaverse Ecosystems with Contract Theory and Multi-Agent Reinforcement Learning. It focuses on designing incentive mechanisms for virtual service providers (VSPs) to hire sensing IoT devices, addressing data transmission challenges and information asymmetry through a learning-based contract theory framework.",The system architecture consists of a two-layer Metaverse ecosystem. The upstream layer involves sensing IoT devices collecting data and selling semantic information to the VSP. The downstream layer involves the VSP rendering digital twins and delivering them to Metaverse users.,"Sensing IoT devices act as data providers, the VSP acts as an intermediary for data purchase and digital twin delivery, and Metaverse users are consumers of digital twin services.",The behavior mechanism combines contract theory with a new variant of multi-agent reinforcement learning (MARL). It uses an iterative contract design to address multi-dimensional information asymmetry and incentivize truthful participation.,"Simulation experiments using the CARRADA dataset, with metrics including VSP revenue, IR and IC violation rates, and convergence analysis. Comparison with a Naive MA-PDDQL baseline.","Training over 700 episodes with 200 iterations each, using 27 different sensing IoT device types. Evaluations under varying weighting factors, number of participants, contract items, and type distributions.","The challenge type is Information Asymmetry in Multi-Dimensional Contract Design for Metaverse Ecosystems. It involves addressing adverse selection problems arising from unknown private information (e.g., semantic extraction ability, transmission rate, refresh rate of IoT devices; valuation preferences of Metaverse users) and designing incentive mechanisms to ensure truth-telling while maximizing the virtual service provider's (VSP) profit with minimal Individual Rationality (IR) and Incentive Compatibility (IC) violations.","Existing works lack solutions for multi-dimensional contract problems in Metaverse ecosystems, and few use MARL to address information asymmetry in incentive mechanisms.","Simulations focus on specific scenarios and may not fully reflect real-world complexities, such as dynamic changes in network conditions and user preferences.","Ismail Lotfi, Dusit Niyato, Sumei Sun, Dong In Kim, Xuemin Shen",2024,IEEE Journal on Selected Areas in Communications,Journal article
"54","Securing the Metaverse: The Intersection of ML-Based Oracles and Blockchain Technology","This paper proposes MARL-RSS, a framework integrating Multi-Agent Reinforcement Learning and Ring Signature Schemes to enhance blockchain oracle security in the metaverse. It ensures data integrity, anonymity, and dynamic detection of malicious oracles.","MARL, Blockchain, Metaverse, Machine learning, Oracle, Security","Metaverse, Blockchain","Blockchain Security, Machine Learning","Decentralized Oracle Network","Oracles, MARL Agents","Reinforcement Learning, Ring Signatures","Simulation, Performance Metrics","Python-based framework, 5 agents, 1000 oracles, 1000 observations","Oracle tampering, Data integrity","First integration of MARL and RSS for oracle security","Reliance on simulation, no real-world deployment","Hajar Moudoud, Zakaria Abou El Houda, Bouziane Brik","2024","International Conference on Intelligent Metaverse Technologies & Applications (IMETA)","Conference Paper"
"55","Tiny Multiagent DRL for Twins Migration in UAV Metaverses: A Multileader Multifollower Stackelberg Game Approach","The synergy between unmanned aerial vehicles (UAVs) and metaverses is giving rise to an emerging paradigm named UAV metaverses, which create a unified ecosystem that blends physical and virtual spaces, transforming drone interaction and virtual exploration. UAV twins (UTs), as the digital twins of UAVs that revolutionize UAV applications by making them more immersive, realistic, and informative, are deployed and updated on ground base stations, e.g., roadside units (RSUs), to offer metaverse services for UAV metaverse users (UMUs). Due to the dynamic mobility of UAVs and limited communication coverages of RSUs, it is essential to perform real-time UT migration to ensure seamless immersive experiences for UMUs. However, selecting appropriate RSUs and optimizing the required bandwidth is challenging for achieving reliable and efficient UT migration. To address the challenges, we propose a tiny machine learning-based Stackelberg game framework based on pruning techniques for efficient UT migration in UAV metaverses. Specifically, we formulate a multileader multifollower Stackelberg model considering a new immersion metric of UMUs in the utilities of UAVs. Then, we design a Tiny multiagent deep reinforcement learning (Tiny MADRL) algorithm to obtain the tiny networks representing the optimal game solution. Specifically, the actor-critic network leverages the pruning techniques to reduce the number of network parameters and achieve model size and computation reduction, allowing for efficient implementation of Tiny MADRL. Numerical results demonstrate that our proposed schemes have better performance than traditional schemes.","Metaverses, multiagent deep reinforcement learning, pruning techniques, Stackelberg game, UAV twins (UTs)",UAV Metaverse Platform,UAV Metaverses with Digital Twin Migration and Multiagent Deep Reinforcement Learning,"The system architecture consists of UAVs, ground base stations (RSUs), and UAV metaverse users (UMUs). UTs are deployed on RSUs, and the system facilitates UT migration between RSUs to ensure seamless services for UMUs.","RSUs act as leaders setting bandwidth prices, UAVs act as followers deciding bandwidth purchase for UT migration, and UMUs are service consumers.","The behavior mechanism combines a multileader multifollower Stackelberg game model with the Tiny MADRL algorithm, using pruning techniques to reduce model complexity and achieve optimal resource allocation.","Simulation experiments comparing Tiny MADRL with traditional PPO, greedy, and random algorithms, measuring average reward convergence, strategy evolution, and impact of parameters like bandwidth cost and upper price.","Simulations with 5 RSUs, 15 UAVs, and parameters such as additive white Gaussian noise, channel gain, and transmit power. Experiments vary the number of RSUs/UAVs and analyze strategy convergence and reward changes.","Dynamic UT migration due to UAV mobility and limited RSU coverage, optimizing bandwidth allocation and pricing under information asymmetry, and ensuring immersive experiences for UMUs.","Existing works lack efficient UT migration solutions combining Stackelberg games with tiny DRL and pruning techniques, and few consider metaverse immersion metrics in utility functions.","Simulations assume unlimited RSU resources and fixed environments, not fully reflecting real-world dynamic UAV movements and changing network conditions.","Jiawen Kang, Yue Zhong, Minrui Xu, Jiangtian Nie, Jinbo Wen, Hongyang Du, Dongdong Ye, Xumin Huang, Dusit Niyato, Shengli Xie",2024,IEEE Internet of Things Journal,Journal article
